Date,Open,High,Low,Close,Adj Close,Volume
2009-11-19,2264.320068,2264.320068,2207.449951,2240.030029,2240.030029,0
2009-11-20,2240.030029,2241.159912,2212.340088,2231.500000,2231.500000,0
2009-11-23,2231.500000,2278.129883,2231.500000,2251.379883,2251.379883,0
2009-11-24,2251.379883,2251.379883,2218.629883,2247.870117,2247.870117,0
2009-11-25,2249.919922,2255.520020,2239.739990,2253.449951,2253.449951,0
2009-11-26,2252.310059,2252.310059,2147.419922,2156.989990,2156.989990,0
2009-11-27,2142.010010,2188.580078,2110.020020,2188.580078,2188.580078,0
2009-11-30,2188.989990,2188.989990,2143.459961,2147.250000,2147.250000,0
2009-12-01,2150.290039,2213.439941,2150.290039,2210.120117,2210.120117,0
2009-12-02,2210.120117,2238.909912,2210.120117,2220.610107,2220.610107,0
2009-12-03,2221.129883,2233.280029,2213.060059,2213.060059,2213.060059,0
2009-12-04,2213.060059,2236.219971,2165.500000,2174.469971,2174.469971,0
2009-12-07,2174.469971,2185.370117,2166.610107,2173.000000,2173.000000,0
2009-12-09,2172.510010,2172.510010,2138.389893,2162.629883,2162.629883,0
2009-12-10,2164.169922,2179.600098,2162.550049,2179.600098,2179.600098,0
2009-12-11,2179.239990,2194.340088,2171.939941,2177.629883,2177.629883,0
2009-12-14,2178.050049,2218.110107,2178.050049,2216.540039,2216.540039,0
2009-12-15,2218.570068,2222.929932,2206.050049,2214.909912,2214.909912,0
2009-12-16,2216.310059,2238.330078,2216.310059,2229.649902,2229.649902,0
2009-12-17,2220.989990,2228.030029,2199.899902,2225.479980,2225.479980,0
2009-12-18,2226.100098,2241.639893,2209.540039,2215.449951,2215.449951,0
2009-12-21,2220.989990,2242.429932,2215.409912,2216.399902,2216.399902,0
2009-12-22,2218.989990,2244.560059,2218.370117,2241.090088,2241.090088,0
2009-12-23,2243.139893,2252.429932,2240.570068,2249.350098,2249.350098,0
2009-12-24,null,null,null,null,null,null
2009-12-28,2249.969971,2288.100098,2249.969971,2282.580078,2282.580078,0
2009-12-29,2283.719971,2325.199951,2283.719971,2318.389893,2318.389893,0
2009-12-30,2316.189941,2328.139893,2305.449951,2320.729980,2320.729980,0
2009-12-31,null,null,null,null,null,null
2010-01-04,2329.810059,2393.620117,2329.810059,2384.489990,2384.489990,0
2010-01-05,2384.899902,2411.399902,2384.899902,2401.750000,2401.750000,0
2010-01-06,2400.360107,2401.060059,2347.310059,2362.459961,2362.459961,0
2010-01-07,2362.459961,2392.810059,2331.919922,2389.449951,2389.449951,0
2010-01-08,2378.139893,2378.139893,2334.649902,2352.760010,2352.760010,0
2010-01-11,2357.330078,2361.090088,2313.699951,2317.739990,2317.739990,0
2010-01-12,2316.909912,2316.909912,2247.570068,2270.489990,2270.489990,0
2010-01-13,2270.489990,2339.979980,2270.489990,2338.070068,2338.070068,0
2010-01-14,2341.919922,2385.729980,2341.919922,2381.040039,2381.040039,0
2010-01-15,2379.639893,2381.560059,2350.399902,2371.110107,2371.110107,0
2010-01-18,2371.110107,2379.770020,2368.419922,2371.860107,2371.860107,0
2010-01-19,2368.600098,2395.340088,2355.750000,2388.310059,2388.310059,0
2010-01-20,2388.510010,2388.510010,2336.129883,2351.540039,2351.540039,0
2010-01-21,2352.360107,2362.449951,2314.139893,2340.199951,2340.199951,0
2010-01-22,2332.669922,2349.810059,2303.810059,2331.600098,2331.600098,0
2010-01-25,2332.629883,2343.719971,2297.330078,2321.199951,2321.199951,0
2010-01-26,2323.429932,2325.389893,2298.919922,2309.250000,2309.250000,0
2010-01-27,2309.919922,2315.699951,2281.060059,2306.209961,2306.209961,0
2010-01-28,2306.909912,2327.600098,2281.590088,2293.810059,2293.810059,0
2010-01-29,2297.239990,2329.580078,2292.939941,2298.550049,2298.550049,0
2010-02-01,2296.729980,2315.300049,2287.739990,2313.810059,2313.810059,0
2010-02-02,2314.850098,2342.820068,2314.439941,2342.820068,2342.820068,0
2010-02-03,2343.649902,2343.649902,2320.489990,2325.790039,2325.790039,0
2010-02-04,2320.300049,2320.300049,2235.080078,2236.959961,2236.959961,0
2010-02-05,2227.159912,2231.679932,2151.100098,2165.149902,2165.149902,0
2010-02-08,2165.149902,2202.209961,2165.149902,2187.830078,2187.830078,0
2010-02-09,2190.959961,2239.300049,2190.959961,2233.739990,2233.739990,0
2010-02-10,2234.000000,2247.610107,2218.250000,2239.370117,2239.370117,0
2010-02-11,2240.760010,2283.760010,2240.760010,2280.959961,2280.959961,0
2010-02-12,2277.949951,2280.600098,2257.850098,2273.409912,2273.409912,0
2010-02-17,2306.639893,2329.439941,2306.639893,2320.669922,2320.669922,0
2010-02-18,2320.669922,2334.439941,2311.159912,2334.439941,2334.439941,0
2010-02-19,2333.879883,2336.889893,2308.239990,2334.989990,2334.989990,0
2010-02-22,2335.610107,2358.070068,2335.610107,2346.729980,2346.729980,0
2010-02-23,2345.639893,2345.639893,2285.330078,2296.629883,2296.629883,0
2010-02-24,2296.629883,2314.270020,2288.800049,2292.219971,2292.219971,0
2010-02-25,2237.219971,2237.219971,2188.459961,2211.699951,2211.699951,0
2010-02-26,2211.050049,2225.340088,2202.360107,2221.379883,2221.379883,0
2010-03-01,2224.500000,2265.139893,2224.500000,2265.139893,2265.139893,0
2010-03-02,2269.459961,2299.659912,2269.179932,2285.719971,2285.719971,0
2010-03-03,2286.000000,2315.570068,2283.449951,2291.320068,2291.320068,0
2010-03-04,2291.729980,2305.459961,2277.300049,2284.260010,2284.260010,0
2010-03-05,2284.540039,2303.860107,2281.550049,2298.739990,2298.739990,0
2010-03-08,2304.010010,2314.270020,2296.620117,2308.409912,2308.409912,0
2010-03-09,2308.409912,2319.139893,2296.510010,2319.139893,2319.139893,0
2010-03-10,2319.139893,2332.219971,2317.969971,2332.219971,2332.219971,0
2010-03-11,2333.300049,2344.750000,2330.620117,2332.169922,2332.169922,0
2010-03-12,2346.090088,2360.199951,2346.090088,2359.969971,2359.969971,0
2010-03-15,2359.969971,2359.969971,2325.889893,2351.350098,2351.350098,0
2010-03-16,2352.850098,2379.020020,2352.850098,2379.020020,2379.020020,0
2010-03-17,2380.919922,2400.729980,2380.919922,2382.379883,2382.379883,0
2010-03-18,2382.379883,2387.110107,2365.899902,2372.870117,2372.870117,0
2010-03-19,2375.020020,2390.290039,2347.449951,2381.100098,2381.100098,0
2010-03-22,2383.979980,2413.669922,2375.260010,2413.669922,2413.669922,0
2010-03-23,2414.489990,2439.330078,2414.489990,2439.330078,2439.330078,0
2010-03-25,2440.699951,2449.949951,2406.959961,2409.939941,2409.939941,0
2010-03-26,2410.199951,2427.649902,2393.280029,2402.449951,2402.449951,0
2010-03-29,2403.280029,2423.939941,2401.110107,2417.719971,2417.719971,0
2010-03-30,2418.540039,2423.939941,2403.550049,2404.770020,2404.770020,0
2010-03-31,2404.770020,2415.429932,2373.709961,2373.709961,2373.709961,0
2010-04-05,2398.280029,2451.959961,2398.280029,2449.530029,2449.530029,0
2010-04-06,2451.320068,2486.719971,2446.389893,2486.719971,2486.719971,0
2010-04-07,2486.719971,2498.669922,2446.580078,2453.739990,2453.739990,0
2010-04-08,2451.090088,2471.300049,2421.320068,2470.810059,2470.810059,0
2010-04-09,2481.010010,2492.860107,2474.959961,2487.760010,2487.760010,0
2010-04-12,2488.820068,2505.370117,2481.139893,2486.010010,2486.010010,0
2010-04-13,2486.310059,2486.310059,2455.959961,2463.840088,2463.840088,0
2010-04-14,2463.270020,2464.330078,2449.510010,2458.520020,2458.520020,0
2010-04-15,2458.860107,2463.500000,2432.689941,2438.229980,2438.229980,0
2010-04-16,2429.300049,2434.520020,2385.389893,2398.939941,2398.939941,0
